Codice;Descrizione1;BarCode;IDFamiglia;Famiglia;IDGruppo;Gruppo;Esistenza;Scarto;EsistenzaNetta;Esercizio;Listino 1;Listino2;ListinoLM
000000000247300;GIN PIGSKIN SILVER 40° CL.70;8005765969618;11;GIN;032;DISTILLATI;6,000;2;4,000;2021;22,03500;24,24500;14,68800
000000000247311;VINO MONTEPULCIANO D'ABRUZZO ZANNA 2015 CL.75 ILLUMINATI;;15;VINO ROSSO;009;VINI;24,000;2;22,000;2021;15,44500;16,99500;11,61000
000000000247324;VINO VERDICCHIO JESI PODIUM CL.150 14° GAROFOLI;8004375000391;14;VINO BIANCO;009;VINI;9,000;0;9,000;2021;22,73500;25,01500;16,23800
000000000247325;VINO ROSSO CONERO PIANCARDA CL.150 14° GAROFOLI;8004375000353;15;VINO ROSSO;009;VINI;3,000;2;1,000;2021;15,75500;17,33500;11,25000
000000000247327;VINO ROSSO CONERO PIANCARDA DOC 2017 14° CL.75 GAROFOLI;8004375000315;15;VINO ROSSO;009;VINI;26,000;2;24,000;2021;7,27500;8,00500;5,46300
000000000247328;VINO VERDICCHIO JESI SERRA DEL CONTE 2019 CL.75  12.5° GAROFOLI;8004375000032;14;VINO BIANCO;009;VINI;0,000;2;-2,000;2021;4,19500;4,62500;3,15000
000000000247428;GIN J7 CL.70 47° JMEF;8006264077002;11;GIN;032;DISTILLATI;13,000;2;11,000;2021;20,78500;22,86500;13,85400
000000000247550;FLOKI ICELANDIC YOUNG MALT 47° CL.50;5694310860031;9;WHISKY;032;DISTILLATI;1,000;2;-1,000;2021;56,01500;61,62500;37,34000
000000000247573;FRANCOLI VODKA ROBERTO CAVALLI 40 ° CL.70;8003405002558;7;VODKA;032;DISTILLATI;10,000;2;8,000;2021;31,26500;34,39500;20,84200
000000000247576;RUM REAL MCCOY 12 Y CL.70 40°;85235500413;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;46,71500;51,39500;31,14000
000000000247762;VINO PESCOROSSO 2016 IGP PRIMITIVO 13° CL.75 COPPADORO;8054392880056;15;VINO ROSSO;009;VINI;173,000;2;171,000;2021;6,65500;7,32500;3,80000
000000000247763;VINO BRANDO NERO DI TROIA 2015 IGP PUGLIA 13,5° CL.75 COPPADORO;8054392880063;15;VINO ROSSO;009;VINI;158,000;2;156,000;2021;6,65500;7,32500;3,80000
000000000247764;VINO IMPAVIDO IGP PRIMITIVO PUGLIA 15° CL.75 COPPADORO;8054392880100;15;VINO ROSSO;009;VINI;19,000;2;17,000;2021;23,63500;26,00500;13,50000
000000000247774;VINO SPIAVENTO PRIMITIVO 2017 IGP PUGLIA 13,5° CL.75 COPPADORO;8054392880155;15;VINO ROSSO;009;VINI;27,000;0;27,000;2021;4,40500;4,85500;1,95000
000000000247798;GIN HANDCRAFTED ETSU 43° CL.70;4971980260776;11;GIN;032;DISTILLATI;9,000;0;9,000;2021;44,53500;48,99500;29,68300
000000000247879;BIRRA ANDECHS SPEZIAL HELL LT. 0,50;4013024000211;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;134,000;2;132,000;2021;2,32500;2,56500;1,54600
000000000247889;VINO NERO DI TROIA PRIMITIVO IGP 2015 FARAGOLA 15° CL.75 COPPADORO;8054392880612;15;VINO ROSSO;009;VINI;52,000;2;50,000;2021;12,08500;13,29500;6,90000
000000000247907;RUM BARON SAMEDI 40° CL.70;9343496001641;8;RUM;032;DISTILLATI;12,000;0;12,000;2021;15,79500;17,38500;10,52700
000000000248090;BIRRA SETTEMBRE 7,2° CL.33 DUCATO;8033695266132;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;1,000;2;-1,000;2021;3,97500;4,37500;2,26600
000000000248117;WHISKY YOICHI NON AGE 45° CL.70 SINGLE MALT NIKKA;3700597302279;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;69,62500;76,59500;46,41000
000000000243691;FABBRI TOPPING GOLD PISTACCHIO GR.850;8001780122021;00121;TOPPING;011;SCIROPPI/TOPPING;4,000;2;2,000;2021;21,66500;23,83500;16,28500
000000000243694;TEQUILA ESPOLON REPOSADO CL.70///;8000041510004;6;TEQUILA;032;DISTILLATI;15,000;2;13,000;2021;18,40500;20,25500;13,83100
000000000243760;VINO KERNER DOC CL.75 ABBAZIA DI NOVACELLA;8025300008008;14;VINO BIANCO;009;VINI;27,000;2;25,000;2021;10,77500;11,85500;8,10000
000000000243761;VINO LAGREIN DOC CL.75 ABBAZIA DI NOVACELLA;8025300002006;15;VINO ROSSO;009;VINI;13,000;2;11,000;2021;11,04500;12,15500;8,30000
000000000243769;WHISKY BOURBON MAKER'S MARK 45° CL.70;085246342978;9;WHISKY;032;DISTILLATI;8,000;0;8,000;2021;22,89500;25,19500;17,21100
000000000243786;LIQUORE AL SAMBUCO B4HUGO 20° CL.70 ///;8003405006297;13;LIQUORI;010;AMARI E LIQUORI;73,000;2;71,000;2021;14,51500;15,97500;10,90900
000000000243794;VINO GEWURZTRAMINER 2019 CL.75 LA VIS ///;8006031071318;14;VINO BIANCO;009;VINI;2,000;2;0,000;2021;7,15500;7,87500;5,37200
000000000243822;VODKA BELVEDERE CL. 175;5901041003423;7;VODKA;032;DISTILLATI;4,000;0;4,000;2021;91,50500;100,66500;61,00000
000000000243853;VODKA ABSOLUT LAMPONE LT. 1 ///;7312040040100;7;VODKA;032;DISTILLATI;5,000;2;3,000;2021;17,90500;19,70500;13,46000
000000000243854;VODKA ABSOLUT PERA LT. 1 ///;7312040151004;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;17,90500;19,70500;13,46000
000000000243855;VODKA ABSOLUT MANDARINO LT. 1 ///;7312040050109;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;17,90500;19,70500;13,46000
000000000243858;RUM HAVANA CLUB 7 Y ANEJO LT.1 ///;8501110080453;8;RUM;032;DISTILLATI;121,000;2;119,000;2021;25,43500;27,98500;19,12000
000000000243862;RUM TROIS RIVIERES CUVEE SPECIALE BLANC AGRICOLE 40° CL.70;3267130032470;8;RUM;032;DISTILLATI;10,000;0;10,000;2021;18,74500;20,61500;12,49000
000000000243873;PROSECCO SGAJO DOC 11.5° CL.75 PERLAGE;8017955001053;00118;PROSECCO/SPUMANTE;033;BOLLICINE;47,000;2;45,000;2021;5,43500;5,98500;4,08000
000000000243874;VINO SPUMANTE EXTRA DRY PERLAPP 10.5°  CL.75 PERLAGE;8017955300002;00118;PROSECCO/SPUMANTE;033;BOLLICINE;12,000;2;10,000;2021;4,22500;4,65500;3,17000
000000000243902;VODKA ABSOLUT PESCA LT. 1 ///;7312040070107;7;VODKA;032;DISTILLATI;0,000;2;-2,000;2021;18,36500;20,20500;13,80000
000000000244002;VODKA ABSOLUT LIMONE LT. 1 ///;7312040090105;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;17,90500;19,70500;13,46000
000000000244036;VINO MONTEPULCIANO CL.75 VIGNEFOLLI 13°///;8006888919177;15;VINO ROSSO;009;VINI;117,000;2;115,000;2021;2,91500;3,21500;1,76200
000000000244040;VINO CHARDONNAY CL.75 PITARS ///;8032927221024;14;VINO BIANCO;009;VINI;60,000;2;58,000;2021;5,51500;6,07500;3,15000
000000000244041;VINO PINOT GRIGIO CL.75 PITARS ///;8032927221000;14;VINO BIANCO;009;VINI;74,000;2;72,000;2021;5,69500;6,26500;3,25000
000000000244045;VINO RIBOLLA GIALLA BRUT CL.75 PITARS ///;8032927221130;00120;VINO SPUMANTIZZATO;009;VINI;59,000;2;57,000;2021;6,13500;6,75500;3,50000
000000000244054;GIN THE BOTANIST ISLAY DRY GIN 46° LT.0,70 ///;5055807400596;11;GIN;032;DISTILLATI;12,000;0;12,000;2021;39,09500;43,00500;26,06000
000000000244055;CHAMPAGNE BILLECART-SALMON BRUT RESERVE CL.150 12° XXX;3113941311009;00116;CHAMPAGNE;033;BOLLICINE;4,000;0;4,000;2021;96,60500;106,27500;64,40000
000000000244105;VINO CERASUOLO CL.75 VIGNEFOLLI ///;8006888916176;97;VINO ROSATO;009;VINI;0,000;2;-2,000;2021;3,40500;3,75500;1,94400
000000000244161;VINO GRILLO 2020 MOLINO A VENTO CL.75 12.5° TENUTE ORESTIADI ///;8033765258876;14;VINO BIANCO;009;VINI;85,000;2;83,000;2021;3,86500;4,25500;2,20500
000000000244261;VODKA CIROC 40° CL.70;5010103916738;7;VODKA;032;DISTILLATI;4,000;0;4,000;2021;25,35500;27,89500;16,90000
000000000244265;GIN CANADIAN PREMIUM UNGAVA 43,1% CL.70;854745000104;11;GIN;032;DISTILLATI;4,000;0;4,000;2021;29,70500;32,68500;19,80000
000000000248191;PROSECCO BANDAROSSA EXTRA DRY D.O.C.G. CL.75 BORTOLOMIOL ///;8010447102009;00118;PROSECCO/SPUMANTE;033;BOLLICINE;89,000;2;87,000;2021;7,48500;8,23500;5,62100
000000000248192;APERITIVO SELECT 17,5° CL.100 ///;80043683;3;APERITIVO ALCOLICO;013;APERITIVI;12,000;2;10,000;2021;11,92500;13,12500;8,96000
000000000248224;VINO CALAFURIA SALENTO 2020 CL.75 TORMARESCA;8026530000480;97;VINO ROSATO;009;VINI;19,000;2;17,000;2021;8,69500;9,57500;6,21000
000000000248275;VINO BADIA A PASSIGNANO 2015 CHIANTI CLASSICO DOCG CL.75 ANTINORI;8001935064503;15;VINO ROSSO;009;VINI;4,000;2;2,000;2021;28,00500;30,81500;20,00000
000000000248394;GIN MCQUEEN & THE VIOLET FOG 40° CL.70;813497007175;11;GIN;032;DISTILLATI;0,000;0;0,000;2021;36,50500;40,16500;24,33700
000000000248412;VINO CHARDONNAY CL.75 LIVIO FELLUGA;8030421004808;14;VINO BIANCO;009;VINI;66,000;2;64,000;2021;14,63500;16,10500;11,00000
000000000248461;MARZADRO GRAPPA 18 LUNE RISERVA PORTO CL.70;8004009001633;5;GRAPPA;032;DISTILLATI;5,000;0;5,000;2021;37,16500;40,88500;24,77400
000000000248465;AMARO MARZADRO 30° CL.70;8004009001008;10;AMARO;010;AMARI E LIQUORI;9,000;0;9,000;2021;21,00500;23,11500;14,00200
000000000248572;RUM ZACAPA CENTENARIO RESERVA LIMITADA 2019 L.V. C/ASTUCCIO(DIAGEO);7401005012181;8;RUM;032;DISTILLATI;9,000;0;9,000;2021;107,18500;117,90500;56,41000
000000000248675;VINO FRANCIACORTA BRUT DOCG CL.150  13°  ANTICA FRATTA;8018460000081;00119;FRANCIACORTA;033;BOLLICINE;2,000;2;0,000;2021;42,00500;46,21500;28,00000
000000000248741;BIRRA JOPEN SUPER DUPA CL.33 BREWRISE;8714799501779;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;0,000;2;-2,000;2021;1,94500;2,14500;1,29200
000000000248857;RUM CARONI TASTING GANG 23 Y 1996 63,5° CL.70 C/AST. XXXXXX;xxxxxx;8;RUM;032;DISTILLATI;1,000;0;1,000;2021;400,00500;440,01500;190,65000
000000000248929;VINO BIANCO TOSCANA 2019/2020 IGT CL.75  12° VILLA ANTINORI;8001935353201;14;VINO BIANCO;009;VINI;14,000;2;12,000;2021;6,46500;7,11500;4,86000
000000000248930;VINO BIANCO ORVIETO 2019 SUPERIORE CL.75 12.5° SAN GIOVANNI ANTINORI;8001935025504;14;VINO BIANCO;009;VINI;6,000;2;4,000;2021;10,65500;11,72500;8,01000
000000000248931;VINO NOBILE DI MONTEPULCIANO LA BRACCESCA ANTINORI CL.75;8001935001133;15;VINO ROSSO;009;VINI;11,000;2;9,000;2021;11,85500;13,04500;8,91000
000000000248989;FERRARI CHILL BOX BRUT CL.75;8007355050119;00117;TRENTO DOC;033;BOLLICINE;2,000;0;2,000;2021;32,85500;36,14500;21,90000
000000000248992;FERRARI LATTA MAXIMUM BLANC DE BLANC CL.75;XXXXXX;00117;TRENTO DOC;033;BOLLICINE;6,000;0;6,000;2021;31,20500;34,33500;20,80000
000000000249043;FRANCOLI ASTUCCIO LEGNO GIN-VERMOUTH-VODKA-AMARO CL.20 VALDOTAINE;XXXXXX;13;LIQUORI;010;AMARI E LIQUORI;0,000;0;0,000;2021;47,33500;52,07500;31,55500
000000000249055;CHAMPAGNE LAURENT PERRIER CUVEE' ROSE' CL.75 12° C/ASTUCCIO XXX;084878130007;00116;CHAMPAGNE;033;BOLLICINE;8,000;0;8,000;2021;47,07500;51,78500;42,07500
000000000249057;BELLAVISTA GRANDE CUVEE FRANCIACORTA ALMA NON DOSATO CL.75 C/ASTUCCIO ///;8032685710327;00119;FRANCIACORTA;033;BOLLICINE;7,000;0;7,000;2021;28,09500;30,91500;21,12000
000000000249068;VINO TORCOLATO CL.375 MACULAN;8022041151215;19;VINO DESSERT/LIQUOROSI;009;VINI;11,000;0;11,000;2021;15,30500;16,84500;11,50000
000000000249079;CONFEZIONE VINO BAROLO 2015 CL.75 ASTUCCIO LEGNO MARCHESI DI BAROLO;8004910296005;15;VINO ROSSO;009;VINI;1,000;0;1,000;2021;60,35500;66,39500;40,23000
000000000249128;CHAMPAGNE PHILIPPONNAT 1522 EXTRA BRUT 2009 CL.75  12° C/ASTUCCIO XXXX;3370896018005;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;89,66500;98,63500;59,77000
000000000249141;GIN TANQUERAY LOVAGE LT.1 ///;5000291023561;11;GIN;032;DISTILLATI;11,000;0;11,000;2021;49,72500;54,70500;33,14500
000000000249142;WHISKY CAOL ILA 25 Y CL.70 C/ASTUCCIO;5000281027104;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;196,20500;215,83500;130,80000
000000000249143;WHISKY JOHNNIE WALKER BLUE RAT EDITION CL.70;5000267176215;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;190,40500;209,45500;126,93000
000000000249151;WHISKY TALISKER 25Y CL.70 CON ASTUCCIO ///;5000281030043;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;271,10500;298,22500;180,73000
000000000249210;VINO BARBERA D'ALBA CL.75 14°  CERETTO;8033254937299;15;VINO ROSSO;009;VINI;13,000;0;13,000;2021;14,50500;15,96500;10,90000
000000000249211;WHISKY ARDBEG CORRYVRECKAN CL.70 57,1° C/ASTUCCIO;5010494296280;9;WHISKY;032;DISTILLATI;6,000;0;6,000;2021;78,22500;86,05500;52,14500
000000000249231;VINO GRIGNOLINO D'ASTI 14° LIMONTE 2019 CL.75 BRAIDA;8024384024201;15;VINO ROSSO;009;VINI;12,000;0;12,000;2021;8,25500;9,08500;6,20000
000000000249231;VINO GRIGNOLINO D'ASTI 14° LIMONTE 2019 CL.75 BRAIDA;8024384024959;15;VINO ROSSO;009;VINI;12,000;0;12,000;2021;8,25500;9,08500;6,20000
000000000249258;VINO NEGROAMARO 2018 CL.75 LIZZANO;8010159110699;15;VINO ROSSO;009;VINI;10,000;2;8,000;2021;4,46500;4,91500;3,35200
000000000249261;AMARO RABARBARO ZUCCA RISERVA CL.70;8001110130306;10;AMARO;010;AMARI E LIQUORI;20,000;2;18,000;2021;14,07500;15,48500;10,58100
000000000249323;VINO FRANCIACORTA DOCG BRUT PRIMUS CL.75 12,5° FRANCA CONTEA;8053017380018;00119;FRANCIACORTA;033;BOLLICINE;0,000;0;0,000;2021;12,78500;14,06500;7,30100
000000000249325;VINO FRANCIACORTA DOCG SUL VERT CL.75 12,5° FRANCA CONTEA;8053017380124;00119;FRANCIACORTA;033;BOLLICINE;3,000;0;3,000;2021;14,96500;16,46500;8,55100
000000000249326;VINO FRANCIACORTA DOCG DOSAGGIO ZERO MIA DUSAT CL.75 12,5° FRANCA CONTEA;8053017380094;00119;FRANCIACORTA;033;BOLLICINE;4,000;0;4,000;2021;14,00500;15,41500;8,00000
000000000249334;VODKA MILOSC 38° BIANCA LT.1;8005765969991;7;VODKA;032;DISTILLATI;32,000;2;30,000;2021;10,55500;11,61500;7,03300
000000000249842;VINO ROSSO CURTEFRANCA DOC MANDOLA CL.75 F.LLI BERLUCCHI;8000583000345;15;VINO ROSSO;009;VINI;0,000;2;-2,000;2021;5,99500;6,60500;4,50000
000000000249947;GIN JENSEN'S LONDON DRY 43° CL.70;610370674185;11;GIN;032;DISTILLATI;11,000;0;11,000;2021;32,35500;35,59500;18,48400
000000000249971;BIRRA SUPERIOR TRADIZIONALE CL.33 CASTELLO;8023400007143;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;101,000;2;99,000;2021;1,29500;1,43500;0,73800
000000000250067;VINO ROSSO SAN CRISPINO LT.1 11° BRIK CANTINE RONCO;8011510003674;15;VINO ROSSO;009;VINI;240,000;2;238,000;2021;1,29500;1,43500;0,97200
000000000250169;TEQUILA REPOSADO ALTOS 100% AGAVE 38° CL.70;080432105528;6;TEQUILA;032;DISTILLATI;17,000;2;15,000;2021;20,92500;23,02500;15,73000
000000000250196;CHAMPAGNE BOLLINGER LA GRANDE ANNEE C/ASTUCCIO;3052853083331;00116;CHAMPAGNE;033;BOLLICINE;3,000;0;3,000;2021;137,20500;150,93500;98,00000
000000000250218;RUM PLANTATION OVERPROOF 69° CL.70;3460410530493;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;31,49500;34,65500;20,99000
000000000250222;BELLAVISTA GRANDE CUVEE FRANCIACORTA ALMA NON DOSATO CL.75 ///;;00119;FRANCIACORTA;033;BOLLICINE;16,000;0;16,000;2021;26,81500;29,50500;20,16000
000000000250245;WHISKY JOHNNIE WALKER BLUE LABEL YEAR OF PIG CL.70;5000267170947;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;232,93500;256,23500;155,28500
000000000250248;WHISKY SINGL MALT SCOTCH MORTLACH 16 Y THE BEAST DUFFTOWN 43,4° CL.70 C/ASTUCCIO;5000281054698;9;WHISKY;032;DISTILLATI;1,000;0;1,000;2021;74,66500;82,13500;49,77500
000000000250326;COGNAC TESSERON LOTTO N.65 XO EMOTION DECANTER CL.70 C/AST.;3577620701701;00111;COGNAC;032;DISTILLATI;1,000;0;1,000;2021;218,18500;240,00500;145,45000
000000000250347;CALVADOS DROUIN EXPRESSION 2011 MILLESIME FUT DE TOKAY CL.70 45°;xxxxxx;00112;ACQUAVITE;032;DISTILLATI;1,000;0;1,000;2021;58,97500;64,87500;39,31000
000000000250348;WHISKY ICHIRO'S MALT & GRAIN CASK 275 CL.70 46,5°;xxxxxx;9;WHISKY;032;DISTILLATI;3,000;0;3,000;2021;83,13500;91,45500;55,42000
000000000244435;GIN THE BARMASTER 42,9° CL.70 ///;8002394009555;11;GIN;032;DISTILLATI;7,000;0;7,000;2021;26,84500;29,53500;17,89000
000000000244459;CHAMPAGNE GOSSET GRANDE RESERVE CL.75 XXX;3353210012316;00116;CHAMPAGNE;033;BOLLICINE;6,000;0;6,000;2021;35,00500;38,51500;30,00000
000000000244459;CHAMPAGNE GOSSET GRANDE RESERVE CL.75 XXX;33533210012316;00116;CHAMPAGNE;033;BOLLICINE;6,000;0;6,000;2021;35,00500;38,51500;30,00000
000000000244471;CHAMPAGNE RUINART DE RUINART CL.75 XXX;3185370283905;00116;CHAMPAGNE;033;BOLLICINE;8,000;0;8,000;2021;39,95500;43,95500;34,95000
000000000244484;VINO LA GROLA 2014 CL.150 SPECIAL EDITION 13,5° ALLEGRINI C/ASTUCCIO;8015822020862;15;VINO ROSSO;009;VINI;1,000;0;1,000;2021;87,00500;95,71500;58,00000
000000000244575;WHISKY CRAGGANMORE 12Y CL.70;5000281005430;9;WHISKY;032;DISTILLATI;8,000;2;6,000;2021;48,23500;53,05500;32,15000
000000000244576;WHISKY GLENLIVET 15 Y  CL.70;5000299295021;9;WHISKY;032;DISTILLATI;10,000;2;8,000;2021;38,70500;42,57500;25,80000
000000000244577;WHISKY GLENLIVET 18 Y  CL.70;080432403105;9;WHISKY;032;DISTILLATI;11,000;0;11,000;2021;58,35500;64,19500;38,90000
000000000244577;WHISKY GLENLIVET 18 Y  CL.70;8043240310;9;WHISKY;032;DISTILLATI;11,000;0;11,000;2021;58,35500;64,19500;38,90000
000000000244578;WHISKY CUTTY SARK 40° CL.70;5010504100095;9;WHISKY;032;DISTILLATI;15,000;2;13,000;2021;11,17500;12,29500;8,40000
000000000244589;VINO CHIANTI NIPOZZANO VECCHIE VITI 2015 13,5° CL.75 FRESCOBALDI;8007425001799;15;VINO ROSSO;009;VINI;17,000;2;15,000;2021;17,01500;18,72500;12,78800
000000000244691;GIN MALFY CON LIMONE CL.70 41°;0853222006042;11;GIN;032;DISTILLATI;23,000;0;23,000;2021;27,50500;30,26500;19,64000
000000000244701;RUM PLANTATION XO 20Y ANNIVERSARY ///;3460410528025;8;RUM;032;DISTILLATI;2,000;0;2,000;2021;53,22500;58,54500;35,47600
000000000244716;BAS ARMAGNAC XO CLASSIQUE CHATEAU DU TARIQUET 40° CL.70;3359888000037;00110;ARMAGNAC/BAS ARMAGNAC;032;DISTILLATI;1,000;0;1,000;2021;58,35500;64,19500;38,90000
000000000244717;COGNAC GRAND CHAMPAGNE VSOP N. 10 RAGNAUD-SABOURIN 41° CL.70;3760009600270;00111;COGNAC;032;DISTILLATI;1,000;0;1,000;2021;57,75500;63,53500;38,50000
000000000244896;GRAPPA LIGNEUM OF MOSCATO INVECCHIATO BONOLLO CL.70 42°;800672219603;5;GRAPPA;032;DISTILLATI;5,000;0;5,000;2021;26,23500;28,86500;17,49200
000000000244903;VINO AMARONE DELLA VALPOLICELLA 2013 15,5° CL.75 MUSELLA;8031393000553;15;VINO ROSSO;009;VINI;3,000;0;3,000;2021;32,20500;35,43500;23,00000
000000000244971;VINO GEWURZTRAMINER DOC CL.75  15° PETER ZEMMER ///;8032601210054;14;VINO BIANCO;009;VINI;43,000;2;41,000;2021;9,56500;10,52500;6,37500
000000000244972;VINO SAUVIGNON BLANC 2019 DOC CL.75 PETER ZEMMER ///;8032601210047;14;VINO BIANCO;009;VINI;62,000;2;60,000;2021;9,23500;10,16500;6,15000
000000000244974;VINO PINOT NOIR 2018 DOC CL.75 PETER ZEMMER ///;8032601211044;15;VINO ROSSO;009;VINI;8,000;2;6,000;2021;10,01500;11,02500;6,67500
000000000244999;VINO BIANCO CL.25 11° LA CACCIATORA;2005700;14;VINO BIANCO;009;VINI;25,000;0;25,000;2021;0,73500;0,81500;0,54900
000000000245004;VINO ROSSO CL.25 12°  LA CACCIATORA;8004300259535;15;VINO ROSSO;009;VINI;268,000;0;268,000;2021;0,73500;0,81500;0,54900
000000000245006;BIRRA FLEA FEDERICO II EXTRA IPA CL.33 ///;8056732800281;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;86,000;2;84,000;2021;2,45500;2,70500;1,40000
000000000245243;WHISKY JACK DANIEL'S GENTLEMAN JACK CL.70 40° ///;5099873038758;9;WHISKY;032;DISTILLATI;7,000;0;7,000;2021;30,52500;33,58500;20,34400
000000000245264;VINO VERDICCHIO CLASSICO DOC 13° LE VAGLIE 2020 CL.75 S.BARBARA;8003678550015;14;VINO BIANCO;009;VINI;108,000;2;106,000;2021;7,45500;8,20500;5,60000
000000000245267;VINO VERDICCHIO 2017 TARDIVO MA NON TARDO 14° CL.75 S.BARBARA;8003678555515;14;VINO BIANCO;009;VINI;19,000;2;17,000;2021;29,26500;32,19500;22,00000
000000000250439;MARZADRO INFUSIONE CORRETTO 40° CL.70;8004009004221;13;LIQUORI;010;AMARI E LIQUORI;6,000;0;6,000;2021;24,42500;26,87500;16,28100
000000000250450;VINO FRIULIANO RASSAUER CL.75 14,5° 2019 CASTELLO DI SPESSA;8032880501218;14;VINO BIANCO;009;VINI;12,000;2;10,000;2021;12,30500;13,54500;9,25000
000000000250452;VINO CHARDONNAY FRIULI ISONZO CL.75 13,5° 2019 LA BOATINA;8032880501614;14;VINO BIANCO;009;VINI;5,000;2;3,000;2021;5,39500;5,94500;4,05000
000000000250468;COGNAC GRANDE CHAMPAGNE FRAPIN FONTPINOT XO 41°;3305484401709;00111;COGNAC;032;DISTILLATI;1,000;0;1,000;2021;99,00500;108,91500;66,00000
000000000250472;WHISKY MACALLAN 1993 SPEYSIDE 25Y CL.70 C/CAS OLD PARTICULAR 51,6°;5014218810851;9;WHISKY;032;DISTILLATI;1,000;0;1,000;2021;1828,19500;2011,02500;1218,79000
000000000250481;MARZADRO VERMOUTH ALTOLAGO 16° CL.75;8004009003729;00114;VERMOUTH;013;APERITIVI;12,000;2;10,000;2021;17,37500;19,11500;13,06000
000000000250530;VINO NOVELLO IGT CL.75 13° VELENOSI ///;8025127001060;15;VINO ROSSO;009;VINI;10,000;2;8,000;2021;4,60500;5,07500;3,46100
000000000250704;VINO CERASUOLO DI VITTORIA CLASSICO DOCG 2016 CL.75 13° COS;8033749750600;14;VINO BIANCO;009;VINI;5,000;0;5,000;2021;17,50500;19,26500;12,50000
000000000250705;VINO PITHOS BIANCO IGP 2019 CL.75 11° COS;8033749750174;14;VINO BIANCO;009;VINI;2,000;0;2,000;2021;19,02500;20,93500;14,30000
000000000250796;VINO MONTEPULCIANO BELLOVEDERE CL.150 2015 14° LA VALENTINA C/ASTUCCIO;8032942621533;15;VINO ROSSO;009;VINI;2,000;0;2,000;2021;55,86500;61,45500;39,90000
000000000250799;VINO MONTEPULCIANO SPELT CL.150 2016 13,5° LA VALENTINA C/ASTUCCIO;8032942622219;15;VINO ROSSO;009;VINI;3,000;0;3,000;2021;30,38500;33,42500;21,70000
000000000250830;VINO BLANC DE BLANCS CONCA DEL RIU ANOIA RAVENTOS CL.75 12° 2017 CERETTO;8421478750150;16;BOLLICINE;033;BOLLICINE;10,000;2;8,000;2021;18,49500;20,35500;13,90000
000000000250858;VINO BOLGHERI ROSSO LE SERRE DELL'ORNELLAIA 2018 CL.75 14° C/ASTUCCIO;8032732223596;15;VINO ROSSO;009;VINI;5,000;0;5,000;2021;37,80500;41,59500;27,00000
000000000250941;PROSECCO DOC ROSE' 11°  CL.75 ASTORIA ///;8003905045307;00118;PROSECCO/SPUMANTE;033;BOLLICINE;67,000;2;65,000;2021;5,39500;5,94500;4,05000
000000000250942;BITTER AST'UP ROSE'SPRITZ LT.1 CL.75 11° ASTORIA;8003905045567;3;APERITIVO ALCOLICO;013;APERITIVI;22,000;2;20,000;2021;7,85500;8,64500;5,90000
000000000250961;CHAMPAGNE VEUVE CLICQUOT S.P.B. CL.75 XXXX ICE JACKET ARANCIONE ///;3049614178979;00116;CHAMPAGNE;033;BOLLICINE;3,000;2;1,000;2021;53,34500;58,68500;38,09600
000000000250971;WHISKY TALISKER 8 Y CL.70 SPECIAL RELEASE 2020 C/ASTUCCIO;5000281063461;9;WHISKY;032;DISTILLATI;5,000;0;5,000;2021;106,48500;117,13500;53,24000
000000000250994;RHUM HSE AGRICOLE EXTRA VIEUX SHERRY FINISH MARTINIQUE PEDRO XIMENEZ 46° CL.50 C/ASTUCCIO;3328731101931;8;RUM;032;DISTILLATI;1,000;0;1,000;2021;73,85500;81,24500;49,23000
000000000250997;RUM BLENDED AGED ZAKA TRINIDAD LIMITED EDITION 42° CL.70 C/ASTUCCIO;8712436141302;8;RUM;032;DISTILLATI;2,000;0;2,000;2021;42,44500;46,69500;28,29000
000000000250998;RUM BLENDED AGED ZAKA MAURITIUS 7Y LIMITED EDITION 42° CL.70 C/ASTUCCIO;8712436141326;8;RUM;032;DISTILLATI;0,000;0;0,000;2021;42,44500;46,69500;28,29000
000000000251000;RUM NATURAL ZAKA EL SALVADOR LIMITED EDITION 42° CL.70 C/ASTUCCIO;8712436141814;8;RUM;032;DISTILLATI;1,000;0;1,000;2021;62,69500;68,97500;41,79000
000000000251015;BUMBU RUM CL.70 35° C/ASTUCCIO ///;813497006109;8;RUM;032;DISTILLATI;3,000;0;3,000;2021;35,00500;38,51500;20,00000
